radius_mean,texture_mean,perimeter_mean,area_mean,smoothness_mean,compactness_mean,concavity_mean,concave points_mean,symmetry_mean,fractal_dimension_mean,radius_se,texture_se,perimeter_se,area_se,smoothness_se,compactness_se,concavity_se,concave points_se,symmetry_se,fractal_dimension_se,radius_worst,texture_worst,perimeter_worst,area_worst,smoothness_worst,compactness_worst,concavity_worst,concave points_worst,symmetry_worst,fractal_dimension_worst
0.003709449929478138,0.0042054536906441,0.024353549600376116,0.18359191349318288,2.2825575928537848e-05,3.0371415138692998e-05,2.3399153737658675e-05,1.552891396332863e-05,4.330042313117066e-05,1.4297132110954396e-05,0.00011889985895627646,0.00023152327221438645,0.0008377997179125529,0.012731546779501645,1.356605547719793e-06,9.546309355900329e-06,6.56088387400094e-06,3.0136342266102492e-06,4.720263281617301e-06,9.741419840150447e-07,0.0048001880582980725,0.006412787964268924,0.032087447108603666,0.3053596614950635,3.281617301363423e-05,0.00013185237423601315,9.320639398213446e-05,4.254818993888105e-05,8.913963328631876e-05,2.463563704748472e-05
0.004506346967559944,0.005829807240244476,0.031123648330982606,0.2639868359191349,2.2896097790315e-05,5.7780912082745646e-05,4.854254818993888e-05,2.628114715561824e-05,5.634696755994358e-05,1.833568406205924e-05,0.0002246121297602257,0.0008387400094029149,0.002602256699576869,0.027315467795016455,7.378937470615891e-07,1.950399623883404e-05,2.0897978373295723e-05,9.614480488951574e-06,1.0540667606958157e-05,3.0183356840620594e-06,0.004927127409496944,0.007038081805359662,0.03566055477197931,0.3131170662905501,2.4377056887635167e-05,9.174894217207334e-05,8.554301833568406e-05,4.153737658674189e-05,7.465914433474377e-05,2.4047954866008462e-05
0.003725905030559473,0.005629995298542548,0.024377056887635168,0.18399153737658674,1.974847202632816e-05,2.3554301833568405e-05,2.3361542078044194e-05,1.2609308885754584e-05,4.341795956746591e-05,1.2548189938881052e-05,9.480488951574989e-05,0.0002534085566525623,0.0006824165491302304,0.0085989656793606,2.2964268923366243e-06,7.348377997179127e-06,1.187353079454631e-05,4.682651622002821e-06,7.007522331922896e-06,7.056887635166902e-07,0.003958627174424072,0.0065021156558533145,0.026328161730136343,0.20604137282557594,2.6586741889985896e-05,4.522802068641278e-05,5.4583921015514806e-05,2.6304654442877292e-05,6.60319699106723e-05,1.4779031499764926e-05
0.003227550540667607,0.005314997649271274,0.022002820874471085,0.13594264221908792,2.6586741889985896e-05,5.390220968500235e-05,5.0023507287259046e-05,1.886459802538787e-05,4.863657733897508e-05,1.8058298072402446e-05,4.98589562764457e-05,0.00027480018805829806,0.0004844851904090268,0.0045157498824635635,1.5112834978843441e-06,1.3953925716972262e-05,1.2931358721203573e-05,3.82698636577339e-06,4.609779031499765e-06,1.902444757874941e-06,0.0035331452750352607,0.0075246826516220024,0.02557592853784673,0.164010343206394,3.881053126469205e-05,0.0001815937940761636,0.00016321109543958627,5.1904090267983074e-05,8.453220498354489e-05,3.363892806770099e-05
0.003417959567465914,0.006473906911142454,0.02273859896567936,0.1548660084626234,2.67748001880583e-05,3.749412317818524e-05,3.852844381758345e-05,1.7310766337564643e-05,5.4137282557592856e-05,1.66361071932299e-05,8.697696285848613e-05,0.00024283027738598964,0.0006767748001880583,0.007651622002820874,1.3180535966149507e-06,9.96708979783733e-06,1.114480488951575e-05,2.5622943112364834e-06,4.365303244005642e-06,1.2849083215796898e-06,0.004104372355430184,0.008728255759285378,0.029172543488481428,0.22172073342736248,3.944522802068641e-05,0.00015460742830277385,0.00016516220028208744,4.024447578749412e-05,9.915373765867419e-05,3.152327221438646e-05
0.003450869769628585,0.0047320169252468266,0.022270803949224257,0.16090738128819934,2.3194640338504936e-05,1.6925246826516218e-05,1.7383638928067703e-05,1.2362482369534555e-05,3.728255759285378e-05,1.3921015514809592e-05,0.0001111189468735308,0.0002914903620122238,0.0007510578279266572,0.01067230841560884,1.3441466854724964e-06,2.7315467795016455e-06,4.696755994358252e-06,2.6069581570286788e-06,3.314527503526093e-06,4.901269393511989e-07,0.0044828396803008935,0.007259050305594734,0.02900799247766808,0.26751292900799245,3.441466854724965e-05,4.398213446168312e-05,6.850023507287258e-05,3.782322519981194e-05,7.120357310766338e-05,1.931358721203573e-05
0.003791725434884814,0.004861307005171603,0.025411377527033378,0.18777621062529384,2.750352609308886e-05,4.7531734837799716e-05,4.0479548660084626e-05,2.4165491302303714e-05,5.0869769628584865e-05,1.7291960507757404e-05,0.00013380347907851435,0.0002522331922896098,0.0009059708509637987,0.012736248236953455,1.6516220028208744e-06,5.879172543488482e-06,7.494123178185237e-06,3.0488951574988247e-06,3.970380818053597e-06,9.736718382698636e-07,0.004927127409496944,0.007400094029149036,0.03215796897038082,0.30912082745651154,4.2054536906441e-05,9.950634696755994e-05,0.00011245886224729666,4.8730606488011284e-05,8.711800658204043e-05,2.6845322049835447e-05
0.0046567936060178654,0.005206864127879642,0.0305594734367654,0.29619181946403383,2.3110014104372354e-05,2.4141984015044664e-05,3.4767277856135406e-05,2.232722143864598e-05,3.7188528443817585e-05,1.2682181476257639e-05,0.0001782322519981194,0.0002390691114245416,0.0013787023977433004,0.026422190879172545,1.5265632346027268e-06,4.449929478138223e-06,7.971321109543959e-06,3.5754583921015514e-06,3.187588152327221e-06,4.694405265632346e-07,0.006422190879172543,0.007259050305594734,0.043911612599905975,0.5637047484720263,3.554301833568406e-05,7.404795486600846e-05,0.00012628114715561824,5.6135401974612136e-05,6.506817113305125e-05,1.7900799247766807e-05
0.0031828866948754113,0.003375646450399624,0.020559473436765396,0.13312176774800186,2.2987776210625294e-05,1.9109073812881994e-05,1.5665256229431125e-05,1.123883403855195e-05,4.4311236483309826e-05,1.3554301833568408e-05,6.344616831217677e-05,0.0001853784673248707,0.00048377997179125526,0.005538316878232251,1.989186647860837e-06,3.432063939821345e-06,5.611189468735308e-06,3.0912082745651153e-06,4.654442877291961e-06,5.40667606958157e-07,0.0035519511048425012,0.004527503526093089,0.023436765397273154,0.16718382698636577,3.3850493653032436e-05,4.1678420310296194e-05,5.618241654913023e-05,3.0277385989656793e-05,6.998119417019276e-05,1.7063939821344618e-05
0.00307475317348378,0.003692994828396803,0.020129290079924776,0.1222378937470616,2.5270333803479077e-05,2.9854254818993887e-05,1.073812881993418e-05,7.3107663375646446e-06,4.6238834038551954e-05,1.6010813352139164e-05,4.3535496003761164e-05,0.00017576398683591914,0.0003251057827926657,0.00344851904090268,9.63093559003291e-07,4.461683121767748e-06,3.991537376586741e-06,1.5256229431123648e-06,3.9445228020686414e-06,5.700517160319699e-07,0.0034085566525622942,0.004816643159379407,0.02258815232722144,0.14821344616831217,3.0841560883874005e-05,6.525622943112365e-05,4.442877291960508e-05,1.7120357310766338e-05,7.484720263281618e-05,1.9236013164080865e-05
0.002234132581100141,0.002924306535025858,0.014184297132110954,0.06438645980253878,2.4071462153267513e-05,1.5260930888575458e-05,6.94875411377527e-06,4.880112834978844e-06,4.26657263751763e-05,1.6231781852374236e-05,6.518570756934649e-05,0.0002296191819464034,0.00044875411377527034,0.0036906440996708977,2.2581100141043724e-06,3.3662435354960036e-06,4.666196520921486e-06,3.3403855195110483e-06,4.764927127409497e-06,6.976962858486131e-07,0.0024047954866008464,0.003681241184767278,0.015310296191819462,0.0740244475787494,3.11236483309826e-05,2.6986365773389752e-05,2.0843911612599905e-05,1.4637987776210626e-05,5.759285378467325e-05,1.82722143864598e-05
0.003606017865538317,0.0033521391631405736,0.024094969440526564,0.16558533145275034,2.522331922896098e-05,5.01880582980724e-05,4.8824635637047485e-05,2.2933709449929477e-05,5.926187118006582e-05,1.6530324400564173e-05,0.00010314997649271275,0.00016680771039022098,0.0007954866008462623,0.010557122708039492,1.5959097320169252e-06,1.2524682651622004e-05,1.5152797367183828e-05,5.293841090738128e-06,8.631875881523273e-06,1.0329102021626706e-06,0.00424776680771039,0.004485190409026798,0.02940761636107193,0.23058298072402444,3.2675129290079925e-05,0.00013996238834038552,0.00014821344616831216,5.625293841090739e-05,0.00010970850963798778,2.3380347907851436e-05
0.004974141984015044,0.00541607898448519,0.032251998119417015,0.3300423131170663,2.216267042783263e-05,2.4024447578749412e-05,2.5787494123178188e-05,2.0291490362012222e-05,4.158439116125999e-05,1.2407146215326752e-05,0.00016259990597085097,0.00026492712740949694,0.0010115185707569346,0.02209449929478138,1.1114245416078986e-06,2.9595674659144335e-06,4.031499764927127e-06,2.440056417489422e-06,2.545839210155148e-06,4.670897978373296e-07,0.0068570756934649745,0.008366243535496004,0.044193700047014575,0.6147155618241655,3.293370944992948e-05,6.11189468735308e-05,7.416549130230371e-05,4.722614010343206e-05,6.633756464503997e-05,1.769158439116126e-05
0.0039139633286318755,0.005025858015984955,0.025858015984955338,0.21264692054536907,2.6351669017395393e-05,3.425011753643629e-05,3.5848613070051715e-05,2.1556182416549132e-05,4.6897038081805364e-05,1.4880112834978843e-05,0.00018965679360601786,0.0002119652092148566,0.0012823225199811942,0.024118476727785613,1.4217207334273627e-06,4.424071462153268e-06,6.443347437705689e-06,2.6563234602726843e-06,3.450869769628585e-06,6.58439116125999e-07,0.0062200282087447115,0.007418899858956276,0.04160789844851904,0.5206864127879642,4.24306535025858e-05,8.4109073812882e-05,0.00011036671368124117,4.924776680771039e-05,8.493182886694875e-05,2.2482369534555712e-05
0.004029149036201223,0.00385519511048425,0.027268453220498354,0.21455101081335215,2.787964268923366e-05,5.35025858015985e-05,5.239774330042313e-05,3.293370944992948e-05,7.146215326751293e-05,1.7425952045133992e-05,0.0002458862247296662,0.000229431123648331,0.0017103902209685002,0.026187118006582043,1.887400094029149e-06,8.930418429713212e-06,8.772919605077573e-06,5.634696755994359e-06,5.425481899388811e-06,1.7498824635637049e-06,0.005230371415138693,0.005030559473436765,0.03582510578279267,0.343441466854725,3.631875881523272e-05,9.283027738598966e-05,9.057357780912082e-05,5.994358251057828e-05,9.558062999529854e-05,2.489421720733427e-05
0.0034273624823695347,0.005061118946873531,0.022898448519040902,0.15157498824635637,2.477668077103902e-05,4.391161259990597e-05,3.349788434414668e-05,2.0646450399623886e-05,5.293841090738129e-05,1.627644569816643e-05,5.9826046074283026e-05,0.00023112364833098258,0.0004960037611659614,0.00494828396803009,1.0465444287729198e-06,7.1814762576398685e-06,6.302303714151387e-06,3.1781852374236016e-06,3.417959567465915e-06,8.723554301833568e-07,0.004141984015044664,0.007806770098730606,0.028772919605077576,0.2108368594264222,3.5848613070051715e-05,0.0001561589092618712,0.00013020686412787964,6.349318288669488e-05,0.00010023507287259051,2.997179125528914e-05
0.0043747061589092615,0.004760225669957687,0.028702397743300422,0.25716972261401033,2.219087917254349e-05,2.5058768218147627e-05,3.502585801598495e-05,1.8173483779971792e-05,3.989186647860837e-05,1.3396803008932769e-05,0.00020049365303244005,0.00043464974141984013,0.001323930418429713,0.021988716502115657,2.527033380347908e-06,6.398683591913493e-06,1.194405265632346e-05,4.492242595204513e-06,5.390220968500235e-06,9.913023037141514e-07,0.0050094029149036195,0.006408086506817114,0.032886694875411376,0.3298072402444758,3.145275035260931e-05,4.97649271274095e-05,8.100611189468735e-05,3.502585801598495e-05,5.503055947343676e-05,1.744475787494123e-05
0.003596614950634697,0.005940291490362012,0.024071462153267515,0.17216737188528444,2.5434884814292433e-05,3.989186647860837e-05,3.956276445698166e-05,2.0571227080394924e-05,4.527503526093089e-05,1.53737658674189e-05,0.00010319699106723084,0.00023789374706158908,0.0008222849083215798,0.010225669957686883,1.2301363422661024e-06,7.186177715091678e-06,8.406205923836389e-06,2.545839210155148e-06,4.1560883874000945e-06,6.974612129760226e-07,0.0047649271274094965,0.008629525152797368,0.03509637987776211,0.29830747531734836,3.857545839210155e-05,0.00014362952515279738,0.00014891866478608368,4.757874941231782e-05,9.466384579219558e-05,2.321579689703808e-05
0.004130230371415139,0.0035378467324870713,0.02703338034790785,0.2245181006111895,2.3147625763986835e-05,2.71979313587212e-05,2.321344616831218e-05,1.8695345557122707e-05,4.087917254348848e-05,1.4454630935590034e-05,0.00014111424541607897,0.00019334743770568877,0.0010942642219087919,0.014362952515279737,1.3227550540667607e-06,7.129760225669957e-06,8.00893276915844e-06,3.1828866948754114e-06,4.525152797367184e-06,8.796426892336625e-07,0.004703808180535967,0.0045886224729666195,0.03171133051245886,0.28843441466854725,2.9501645510108132e-05,6.610249177244946e-05,5.8509637987776214e-05,3.422661024917725e-05,6.478608368594264e-05,1.8615420780441937e-05
0.004379407616361072,0.005902679830747532,0.02933709449929478,0.2557592853784673,2.5011753643629523e-05,4.4358251057827926e-05,5.4513399153737655e-05,2.9243065350258578e-05,5.1316408086506815e-05,1.4567465914433473e-05,0.00019527503526093088,0.0003446168312176775,0.001310296191819464,0.02468265162200282,1.4687353079454631e-06,7.931358721203572e-06,1.2214386459802538e-05,2.722143864598025e-06,4.717912552891396e-06,1.0719322990126939e-06,0.005441937000470146,0.007994828396803008,0.03772919605077574,0.3925716972261401,3.504936530324401e-05,0.00010007052186177716,0.0001441701927597555,4.344146685472496e-05,8.095909732016925e-05,2.299482839680301e-05
0.002783262811471556,0.004395862717442407,0.018319228960977905,0.10357310766337566,2.606958157028679e-05,3.563704748472027e-05,2.8631875881523273e-05,1.2181476257639868e-05,5.4090267983074756e-05,1.8333333333333333e-05,0.00011342266102491772,0.00024212505876821815,0.0008168782322519982,0.009637987776210626,1.3048895157498825e-06,8.025387870239774e-06,9.884814292430653e-06,2.454160789844852e-06,5.3432063939821344e-06,1.3321579689703808e-06,0.003953925716972262,0.0066102491772449465,0.028067700987306068,0.20890926187118009,3.8481429243065354e-05,0.00013575458392101552,0.00016351669017395393,3.634226610249177e-05,0.00011191819464033851,3.295721673718853e-05
0.004000940291490362,0.005637047484720263,0.026516220028208744,0.2114010343206394,2.8138222849083215e-05,3.516690173953926e-05,5.681711330512459e-05,2.8279266572637518e-05,5.284438175834509e-05,1.5002350728725906e-05,0.00014125528913963329,0.00032863187588152325,0.0009400564174894217,0.015933239304184298,1.943582510578279e-06,7.244945933239304e-06,1.1852374236013163e-05,2.6140103432063938e-06,4.9412317818523745e-06,9.059708509637987e-07,0.004908321579689704,0.007543488481429244,0.03199341795956746,0.3159379407616361,3.8410907381288196e-05,8.366243535496004e-05,0.0001313587212035731,4.341795956746591e-05,8.298072402444757e-05,1.993888105312647e-05
0.004529854254818994,0.006222378937470616,0.03006582040432534,0.27315467795016457,2.2099200752233193e-05,4.0409026798307475e-05,3.8951574988246354e-05,1.7849083215796895e-05,4.3559003291020215e-05,1.4717912552891396e-05,0.0001306535025858016,0.00014250117536436293,0.0008293370944992948,0.016024917724494592,1.1788904560413729e-06,7.799717912552891e-06,8.220498354489892e-06,2.266807710390221e-06,3.627174424071462e-06,9.158439116126e-07,0.005677009873060648,0.007263751763046544,0.03794076163610719,0.42618711800658204,3.547249647390691e-05,0.00015491302303714152,0.0001431828866948754,4.196050775740479e-05,8.631875881523273e-05,2.6398683591913493e-05
0.003791725434884814,0.004203102961918195,0.025152797367183826,0.1897508227550541,2.4447578749412318e-05,3.664786083685943e-05,3.182886694875411e-05,1.8222849083215798e-05,4.6967559943582515e-05,1.5314997649271273e-05,7.851433944522803e-05,0.00016118946873530795,0.0005131640808650681,0.008234602726845322,9.837799717912553e-07,6.741889985895627e-06,6.262341325811002e-06,2.1314057357780914e-06,4.003291020216267e-06,8.972731546779502e-07,0.004750822755054067,0.006408086506817114,0.031194170192759753,0.29642689233662434,3.3991537376586745e-05,0.00013643629525152799,0.00012397743300423132,4.3817583450869775e-05,0.0001003761165961448,2.8984485190409028e-05
0.003935119887165021,0.005075223319228961,0.025881523272214386,0.2043958627174424,2.2590503055947344e-05,3.140573577809121e-05,3.168782322519981e-05,1.4146685472496473e-05,4.456981664315938e-05,1.3295721673718852e-05,0.00010848613070051716,0.00021619652092148565,0.0007070992007522332,0.010622943112364832,1.3577809120827455e-06,5.874471086036671e-06,8.685942642219087e-06,2.8091208274565116e-06,6.55618241654913e-06,6.264692054536906e-07,0.004703808180535967,0.0068218147625763986,0.03138222849083216,0.28890456041372825,3.674188998589563e-05,9.015044663845792e-05,0.0001271509167842031,4.26187118006582e-05,0.00011431593794076164,2.029384109073813e-05
0.0033497884344146685,0.005105782792665726,0.0220098730606488,0.14880112834978843,2.3091208274565115e-05,2.5811001410437235e-05,3.100611189468735e-05,1.3159379407616361e-05,4.4311236483309826e-05,1.4398213446168313e-05,6.723084156088386e-05,0.0002395392571697226,0.0006245886224729666,0.005855665256229431,1.381758345086977e-06,7.0404325340855665e-06,1.1318758815232722e-05,2.7291960507757406e-06,4.767277856135402e-06,9.454630935590034e-07,0.003735307945463094,0.0071368124118476725,0.027315467795016455,0.18796426892336626,3.3991537376586745e-05,9.96238834038552e-05,0.00012190879172543487,3.401504466384579e-05,8.441466854724965e-05,2.3836389280677013e-05
0.0030629995298542545,0.004330042313117067,0.019419370004701456,0.12313117066290549,2.1116596144804886e-05,8.852844381758345e-06,6.022566995768689e-06,6.871180065820404e-06,3.4485190409026795e-05,1.3782322519981194e-05,4.3229901269393517e-05,0.0005505406676069582,0.0002750352609308886,0.0033286318758815234,1.0230371415138692e-06,1.1516220028208743e-06,3.1570286788904557e-06,2.7362482369534552e-06,6.278796426892337e-06,4.1772449459332393e-07,0.0031264692054536907,0.005362012223789374,0.01985425481899389,0.1283262811471556,2.28044193700047e-05,1.0858015984955337e-05,1.1361071932299012e-05,1.1784203102961918e-05,4.6708979783732954e-05,1.4501645510108133e-05
0.003523742360131641,0.005923836389280677,0.022458862247296662,0.16426892336624352,2.206629055007052e-05,1.2061589092618712e-05,5.637047484720264e-06,6.814762576398683e-06,3.678890456041373e-05,1.2938410907381287e-05,0.0002853784673248707,0.0005143394452280207,0.0018986835919134932,0.024917724494593323,1.6180065820404327e-06,2.5716972261401032e-06,4.273624823695346e-06,4.506346967559943e-06,1.852844381758345e-06,4.1231781852374234e-07,0.003523742360131641,0.005923836389280677,0.022458862247296662,0.16426892336624352,2.206629055007052e-05,1.2061589092618712e-05,5.637047484720264e-06,6.814762576398683e-06,3.678890456041373e-05,1.2938410907381287e-05
0.0031687823225199814,0.004894217207334274,0.02078044193700047,0.1314527503526093,2.388340385519511e-05,2.9501645510108132e-05,2.4988246356370476e-05,1.2785613540197462e-05,4.0432534085566526e-05,1.508932769158439e-05,5.007052186177715e-05,0.0001390220968500235,0.0003631875881523272,0.004353549600376117,1.26163610719323e-06,5.263281617301363e-06,7.1673718852844385e-06,2.9666196520921485e-06,3.236953455571227e-06,7.491772449459333e-07,0.003650681711330512,0.00611659614480489,0.025223319228960976,0.17404795486600846,3.7846732487070994e-05,9.931828866948754e-05,0.00011824165491302303,5.307945463093559e-05,6.59849553361542e-05,2.517630465444288e-05
0.003159379407616361,0.005072872590503055,0.020258580159849555,0.1323460272684532,1.918664786083686e-05,1.417724494593324e-05,7.3107663375646446e-06,4.774330042313117e-06,4.193700047014575e-05,1.3133521391631407e-05,5.606488011283498e-05,0.00019428772919605078,0.0003695345557122708,0.004826046074283028,7.7103902209685e-07,2.590503055947344e-06,3.2675129290079924e-06,1.6175364362952516e-06,3.244005641748942e-06,3.0230371415138694e-07,0.0037447108603667137,0.007110954395862718,0.024094969440526564,0.18521391631405734,2.5716972261401033e-05,4.8025387870239773e-05,4.901269393511989e-05,2.614010343206394e-05,7.038081805359661e-05,1.6798307475317347e-05
0.002574047954866008,0.005018805829807241,0.016901739539257173,0.08723554301833569,2.8843441466854726e-05,2.8631875881523273e-05,2.454160789844852e-05,1.3326281147155618e-05,4.454630935590033e-05,1.614950634696756e-05,5.561824165491302e-05,0.00033568406205923833,0.0004283027738598966,0.003989186647860837,1.8956276445698167e-06,4.146685472496473e-06,6.100141043723554e-06,2.437705688763517e-06,3.1899388810531264e-06,7.146215326751293e-07,0.003018335684062059,0.008307475317348378,0.020503055947343675,0.12082745651151858,4.487541137752703e-05,6.342266102491772e-05,9.456981664315938e-05,3.347437705688764e-05,6.96755994358251e-05,2.2581100141043725e-05
